rank,link,Answered_Questions,Price,Discount,customer_review_count,Category
42,/Peepers-PeeperSpecs-Filtering-Glasses-Oprahs-Polarized/dp/B07YLJR5T8/,0,8.99,0,0,fashion
43,/Valentines-Engagement-Wedding%EF%BC%8C-Classics-Titanium/dp/B07Y754FGW/,0,11.99,0,16,fashion
44,/Gaoye-Computer-Blocking-Lightweight-Black-Clear/dp/B07YS8RKCD/,19,15.99,0,147,fashion
45,/Amazon-Essentials-Standard-Straight-fit-5-Pocket/dp/B07P2D72P1/,3,24,0,19,fashion
46,/Hypoallergenic-Earrings-Sterling-Silver-Unicorn/dp/B07XCJVP76/,0,6.55,0,96,fashion
47,/KeaBabies-Baby-Socks-Blue-Craft/dp/B07R288JYP/,0,12.96,0,16,fashion
48,/Amazon-Essentials-Boys-Polar-Fleece/dp/B07Q2H6X9P/,0,14,0,39,fashion
49,/Shoelaces-Adults-Tieless-Strings-Elastic/dp/B07XC83KVW/,4,11.99,0,41,fashion
50,/Yaffi-Matching-Pajamas-Christmas-Loungewear/dp/B081C2GSNS/,5,23.5,0,21,fashion
51,/Wallets-Blocking-Minimalist-Pocket-Leather/dp/B07WR9RCVD/,11,17.77,14,346,fashion
52,/Pvendor-Thermal-Heated-Extreme-Insulated/dp/B0814PMQRF/,23,15.99,0,124,fashion
53,/Vibola-Messenger-Crossbody-Shoulder-Handbags/dp/B081V6GF2Q/,0,6.99,85,0,fashion
54,/Maya-Eternity-Ring-Emerald-Cut-Fashioned/dp/B07XTPJ87T/,0,33.6,0,31,fashion
55,/Abollria-Matching-Christmas-Striped-Sleepwear/dp/B07Z643W6L/,0,13.75,0,0,fashion
56,/Amazon-Essentials-Womens-Aola-Ankle/dp/B07PKDFCTQ/,0,35,0,29,fashion
57,/POPYOUNG-Womens-Sleeve-Dresses-Casual/dp/B07XXTF55B/,0,17.5,0,111,fashion
58,/POKARLA-Womens-Cotton-Underwear-Hipster/dp/B07X9V6HZX/,6,25.5,0,70,fashion
59,/Uniq-Fliker-Princess-Costume-Comfort/dp/B081GY8J9L/,0,18,0,7,fashion
60,/WEACZZY-Womens-Sleeve-Button-Casual/dp/B07V5QLN4T/,4,20.5,0,221,fashion
61,/wewett-Titanium-Bracelet-Bracelets-Valentines/dp/B07ZYTKM93/,0,23.99,0,20,fashion
62,/Star-Wars-Mandalorian-Child-T-Shirt/dp/B081W8GKMJ/,0,22.99,0,11,fashion
63,/Amazon-Essentials-Girls-Water-Resistant-Snow/dp/B07PZ8MF4N/,0,29,0,80,fashion
64,/Womens-Sneaker-Fashion-Classic-Walking/dp/B081JQX8H6/,10,23.5,0,6,fashion
65,/Amazon-Essentials-Womens-Standard-Heavy-Weight/dp/B07PZ8LJR2/,11,32.61,0,61,fashion
66,/Whenever-Overwhelmed-Remember-Straighten-Inspirational/dp/B07YCS1Z8X/,9,13.99,0,36,fashion
67,/Hypoallergenic-Earrings-Colorful-Christmas-Rainbow/dp/B07Y9P37M8/,0,12.99,0,61,fashion
68,/Earrings-Bohemian-Birthday-Christmas-Friendship/dp/B07YYX1Y1H/,3,14.96,0,26,fashion
69,/Jumping-Beans-Toddler-Christmas-Graphic/dp/B07XLV9FBC/,0,71,0,0,fashion
70,/Saying-Novelty-Christmas-Cotton-Womens/dp/B07Z9Z4K39/,4,8.99,0,72,fashion
71,/Amazon-Essentials-Standard-Midweight-Crewneck/dp/B07NYBK99P/,0,25,0,84,fashion
72,/Winter-Mitten-Toddler-Newborn-Thermal/dp/B07WMFWWWK/,9,19.5,0,149,fashion
73,/Amazon-Essentials-Standard-Fisherman-Crewneck/dp/B07QB4PPSX/,0,26,0,52,fashion
74,/Dearfoams-Family-Collection-Closed-Slipper/dp/B07YGKS4HL/,0,29,0,2,fashion
75,/Amazon-Essentials-Girls-Thermal-Underwear/dp/B07QGGSF3K/,0,13.96,0,16,fashion
76,/Amazon-Essentials-Lightweight-Crewneck-Sweater/dp/B07QC4HK2Y/,3,22,0,28,fashion
77,/Cosonsen-Womens-Shoulder-Sleeve-Blouse/dp/B07ZCSP8K2/,0,19.99,20,76,fashion
78,/Amazon-Essentials-Standard-Cotton-Cardigan/dp/B07NZ8TBN1/,0,20,0,126,fashion
79,/Amazon-Essentials-Standard-Pullover-Sweatshirt/dp/B07P5RW5XY/,0,27,0,37,fashion
80,/JOYIN-Pairs-Christmas-Holiday-Birthday/dp/B07YMSBSW6/,5,20.99,55,10,fashion
81,/Amazon-Essentials-Boys-Water-Resistant-Snow/dp/B07Q2GZWYY/,0,67,0,0,fashion
82,/Gnpolo-Watching-Christmas-Movies-Channel/dp/B07ZJBMD8W/,0,6.97,0,444,fashion
83,/lamibaby-Leopard-T-Shirt-Crewneck-Stretchy/dp/B07XJMHKY2/,17,16.5,0,177,fashion
84,/BTFBM-Leopard-Sweater-Pockets-Cardigan/dp/B07XF2D8X4/,14,30.99,0,156,fashion
85,/Womens-Thermal-Underwear-Fleece-Thermals/dp/B08134KX2C/,0,5.98,34,0,fashion
86,/ZESICA-Womens-Sweatshirt-Pullover-Pockets/dp/B07XGQMTYH/,4,33,0,40,fashion
87,/MEROKEETY-Womens-Sleeve-Sweater-Pullover/dp/B07Y55K6JN/,4,24.5,0,47,fashion
88,/POSHDIVAH-Waisted-Control-Workout-Leggings/dp/B07XXYL3Y6/,19,19,0,42,fashion
89,/IEFSHINY-Whenever-Overwhelmed-Straighten-Inspirational/dp/B07ZNFTGG2/,0,12.99,0,5,fashion
90,/KIRUNDO-Sweatshirt-Sleeves-Pullover-Sweaters/dp/B07X38FGGL/,3,96,0,0,fashion
91,/Acilnxm-Lightweight-Raincoats-Waterproof-Outdoor/dp/B07Z33J51Z/,0,7.99,0,3,fashion
92,/Dearfoams-Womens-Family-Collection-Slipper/dp/B081FR3S6J/,0,24.5,0,1,fashion
93,/WEKILI-Womens-Sleeve-Sweatshirt-Pockets/dp/B07X8RL16S/,3,18.5,0,83,fashion
94,/UPSOLO-Trekking-Resistant-Anti-Slip-Lightweight/dp/B07XQYR1Y5/,18,34,0,93,fashion
95,/Akihoo-Womens-Casual-Sleeve-Leopard/dp/B07YX6BJ8Q/,0,25.99,31,16,fashion
96,/Amazon-Essentials-Standard-10-Pack-Cushioned/dp/B07Q34FPVN/,0,17,12,50,fashion
97,/GERBER-Baby-2-Pack-Footed-Unionsuit/dp/B07Z5NMNHJ/,0,11.25,0,5,fashion
98,/Christmas-Leather-Earrings-Teardrop-Accessory/dp/B07Z1C12DK/,0,12,76,0,fashion
99,/Rockia-Beanie-Unisex-Outdoor-Juniors/dp/B081Q1ZP5G/,0,17.45,0,0,fashion
100,/DREAM-PAIRS-Platform-Sneakers-Booties/dp/B07YRJ4DM6/,0,29,0,51,fashion
1,/Fire-HD-10/dp/B07K1RZWMC/,1000,99.99,33,870,electronics
2,/Echo-Dot-3rd-Gen-speaker/dp/B07W95GZNH/,1000,22,56,"69,917",electronics
3,/Echo-Dot/dp/B07N8RPRF7/,1000,34.99,42,"69,917",electronics
4,/Echo-Show-8/dp/B07PF1Y28C/,118,79.99,38,57,electronics
5,/Roku-Express-Streaming-Media-Player/dp/B07WVFCVJN/,243,29,0,436,electronics
6,/all-new-fire-tv-cube-with-alexa-voice-remote/dp/B07KGVB6D6/,386,89.99,25,447,electronics
7,/Fire-HD-10/dp/B07KD6YDKC/,1000,99.99,33,870,electronics
8,/Xbox-All-Digital-Console-Disc-free-Gaming/dp/B07XQXZXJC/,78,149,40,17,electronics
9,/Fire-HD-10/dp/B07KD8R6HD/,1000,99.99,33,870,electronics
10,/Remote-months-SHOWTIME-automatic-renewal/dp/B0815V22GJ/,1000,19.99,50,"43,755",electronics
11,/clock-Sandstone-Bundle-TP-Link-simple/dp/B07Z4GFFMW/,12,57.98,30,4,electronics
12,/Fire-HD-10/dp/B07KD6BTCZ/,1000,99.99,33,870,electronics
13,/Fire-HD-10-Kids-Edition/dp/B07KD7K4B1/,116,149.99,25,67,electronics
14,/all-new-Echo/dp/B07NFTVP7P/,244,59.99,40,302,electronics
15,/Introducing-Ring-Indoor-Cam-Compact-Plug-In-HD-security-camera-with-two-way-talk-White-Works-with-Alexa-/dp/B07Q9VBYV8/,384,59.99,0,717,electronics
16,/Echo-Show-8/dp/B07RQ3TCT2/,118,79.99,38,57,electronics
17,/Fire-HD-10/dp/B07K2HBB1H/,1000,139.99,26,870,electronics
18,/Xbox-One-1TB-Console-Fallen/dp/B07YD67145/,24,199,34,11,electronics
19,/Echo-Flex/dp/B07MLY3JKV/,39,19.99,20,115,electronics
20,/Roku-Streaming-Player-Premium-Headphones/dp/B07WVF9SL5/,217,48,52,198,electronics
21,/Xbox-One-1TB-Console-Fallen/dp/B07YD5ZBTW/,14,349,30,5,electronics
22,/Echo-Bundle-TP-Link-simple-smart/dp/B07Z4GGCDN/,3,44.99,38,4,electronics
23,/Letsfit-Activity-Waterproof-Pedometer-Smartwatch/dp/B07X2KLTJ2/,297,35.99,0,617,electronics
24,/C731-C118-Cel-11-6-32GB-Chrm/dp/B07LDRV83G/,38,149.99,25,10,electronics
25,/Kindle-Paperwhite-Waterproof-Unlimited-auto-renewal/dp/B07PQ96B6B/,3,44.99,38,4,electronics
26,/Lenovo-Chromebook-MediaTek-Processor-81QB000AUS/dp/B07Z1KJ2D8/,21,128.98,19,9,electronics
27,/Fire-HD-10/dp/B07PC8223G/,1000,114.99,30,871,electronics
28,/Xbox-One-1Tb-Console-Limited/dp/B07VLH5JR7/,68,349,30,50,electronics
29,/Tile-RE-19001-Mate-1-Pack/dp/B07W9BBCTB/,75,24.99,0,131,electronics
30,/Fire-HD-10/dp/B07KD7FB5L/,1000,139.99,26,871,electronics
31,/Xbox-One-1TB-Console-Bundle/dp/B07VMMNDCJ/,25,199.99,33,8,electronics
32,/Tile-RE-23001-Slim-1-Pack/dp/B07WLYYP9R/,75,29.99,0,131,electronics
33,/Fire-HD-10-Kids-Edition/dp/B07KD87XW7/,116,149.99,25,67,electronics
34,/Bluetooth-Headphones-Cancelling-Compatible-Smartphones/dp/B07ZWXJL96/,1000,84.99,35,13223,electronics
35,/PlayStation-Pro-1TB-Console-Warfare/dp/B07YLCSHTP/,15,359,0,14,electronics
36,/Fire-HD-10-Kids-Edition/dp/B07KD718K4/,116,149.99,25,67,electronics
37,/all-new-Echo/dp/B07R1CXKN7/,244,59.99,40,302,electronics
38,/Tile-RE-20002-Pro-2-Pack/dp/B07W73NGMW/,57,59.99,0,110,electronics
39,/Tile-RE-21001-Pro-1-Pack/dp/B07W87124X/,57,34.99,0,110,electronics
40,/NVIDIA-Shield-Streaming-Player-Performance/dp/B07YP9FBMM/,55,199.99,0,68,electronics
41,/MCFANCE-Silicone-Compatible-Protection-Shockproof/dp/B07XBR9X6S/,4,12.95,0,26,electronics
42,/Fire-HD-10/dp/B07KD7CW5T/,1000,139.99,26,871,electronics
43,/Echo-Studio/dp/B07G9Y3ZMC/,131,199.99,0,154,electronics
44,/Kindle-now-with-a-built-in-front-light/dp/B07P3J564G/,1000,59.99,33,"2,775",electronics
45,/LETSCOM-Resistant-Activity-Tracking-Pedometer/dp/B07WZQP556/,142,35.99,0,532,electronics
46,/Fire-HD-10/dp/B07P5VPJTT/,1000,154.99,24,871,electronics
47,/Charger-T-Type-Replacement-Adapter-11-inch/dp/B07XJ1L9D1/,14,21.99,0,513,electronics
48,/all-new-Echo/dp/B07PBGN2WX/,244,59.99,40,302,electronics
49,/all-new-Echo/dp/B07P86SQ52/,385,179,44,358,electronics
50,/Ring-Peephole-Rechargeable-Battery-Pack/dp/B07ZPPH2XX/,42,39.93,0,93,electronics
51,/Marshall-Stockwell-II-Portable-Speaker/dp/B07XYQS9TP/,13,249.99,0,50,electronics
52,/Wake-Light-Alarm-Clock-Simulation/dp/B07X8ZYXBB/,38,37.99,0,333,electronics
53,/RUNMUS-Surround-Canceling-Headphones-Compatible/dp/B07TY4THDW/,10,26.85,0,263,electronics
54,/Tile-RE-25002-Sticker-2-Pack/dp/B07W63295C/,0,79.99,41,0,electronics
55,/All-new-Ring-Stick-Up-Cam-Battery-HD-security-camera-with-two-way-talk-Works-with-Alexa-/dp/B07Q6ZZFLS/,0,9.98,0,56,electronics
56,/Holy-Stone-Quadcotper-Functions-Batteries/dp/B07TV1J4KW/,79,199.99,0,115,electronics
57,/Special-Amazon-Standing-Charcoal-Charger/dp/B081N8XKBF/,1000,149.99,29,871,electronics
58,/DJI-Mavic-Mini-FlyCam-Quadcopter/dp/B07RQJHG8M/,76,399,0,20,electronics
59,/MacBook-Charger-Replacement-Magsafe-Compatible/dp/B07X9KTXNT/,0,19.99,0,75,electronics
60,/All-new-Ring-Stick-Battery-Charcoal/dp/B07ZZY2F17/,272,99.99,33,450,electronics
61,/Sonos-Move-Battery-powered-Bluetooth-built/dp/B07W95RBZM/,91,399,0,80,electronics
62,/Oaixmn-Underwater-Photography-Rechargeable-Accessories/dp/B07XYM6BGC/,0,42.28,0,0,electronics
63,/Fire-TV-Blaster-Bundle/dp/B07ZK52TWQ/,0,79.99,41,0,electronics
64,/Tile-RE-20004-Pro-4-Pack/dp/B07W9B83YV/,57,99.99,0,110,electronics
65,/Introducing-Ring-Indoor-Cam-Compact-Plug-In-HD-security-camera-with-two-way-talk-White-Works-with-Alexa-2-Pack/dp/B07RM6922G/,384,119.98,0,717,electronics
66,/ANBES-Waterproof-Fitness-Smartwatch-Compatible/dp/B07Y81FK48/,82,35.99,0,406,electronics
67,/Twilight-Special-Amazon-Standing-Charger/dp/B081N91PL4/,1000,149.99,29,871,electronics
68,/Vinyl-Stickers-Waterproof-Aesthetic-Trendy/dp/B07YTPJ7PV/,0,0,0,56,electronics
69,/Fire-Tablet-2-Pack-Display-Kid-Proof/dp/B07Y117SL9/,116,279.98,0,67,electronics
70,/LG-27GL83A-B-Ultragear-Compatible-Monitor/dp/B07YGZL8XF/,74,379.99,0,47,electronics
71,/Searick-Bluetooth-Portable-Lossless-Headphone/dp/B07WT7WGPV/,167,41.99,0,570,electronics
72,/EZCO-Compatible-Replacement-Charging-Accessories/dp/B07YB2LNY4/,5,0,0,20,electronics
73,/clock-Sandstone-Bundle-Wi-Fi-Smart/dp/B07Z4GLKJC/,4,0,0,2,electronics
74,/RUNMUS-Surround-Headphones-Canceling-Compatible/dp/B07XR6SKB6/,21,29.9,0,75,electronics
75,/Kindle-Paperwhite-Waterproof-Unlimited-auto-renewal/dp/B07PP49ZDW/,1000,109.99,31,"13,223",electronics
76,/Ring-Peephole-Cam-doorbell-installation/dp/B07WHMQNPC/,385,149,25,358,electronics
77,/Instax-Mini-Link-Smartphone-Printer/dp/B07XM91NSZ/,38,89.95,10,29,electronics
78,/Fire-HD-10/dp/B07KD58DQS/,1000,139.99,26,871,electronics
79,/Dog-Camera-Detection-Storage-Security/dp/B07X316ZCZ/,19,29.99,0,83,electronics
80,/Echo-Dot-Kids-Edition-Rainbow-with-Echo-Glow-/dp/B07XSCH7VX/,266,59.98,40,300,electronics
81,/Tablet-Special-Amazon-Standing-Charger/dp/B081N86FZC/,1000,149.99,29,871,electronics
82,/Vinyl-Stickers-Waterproof-Aesthetic-Trendy/dp/B07XKSJLJH/,0,0,0,49,electronics
83,/Charger-Magsafe-Adapter-Compatible-MacBook/dp/B07YD1LZ87/,No Answered Questions,No Price,No Discount,No Customer Reviews,electronics
84,/Echo-bundle-Amazon-Smart-Plug/dp/B07XSCMKKK/,0,26.99,64,70004,electronics
85,/Tile-RE-19004-Mate-4-Pack/dp/B07W73PTJB/,1000,26.99,64,"69,919",electronics
86,/CYBERPOWERPC-Xtreme-i5-9400F-GeForce-GXiVR8060A8/dp/B07VGJDKZ4/,75,69.99,0,131,electronics
87,/Sonos-One-SL-Microphone-Free-Speaker/dp/B07W8ZVXWR/,456,743.49,0,493,electronics
88,/Complete-Nintendo-Tempered-Protector-Foldable/dp/B07VT6LHJC/,27,179,0,43,electronics
89,/Anki-Vector-Space/dp/B081KR21TT/,9,34.99,0,111,electronics
90,/ORSEN-Colorful-Magnetic-Erasable-Educational/dp/B07Z1FYWLZ/,653,97.48,0,965,electronics
91,/G-G-Martinsen-Versatile-Player-Support-Digital/dp/B07YFNGN3P/,167,111.67,31,541,electronics
92,/Vinyl-Waterproof-Stickers-Bottle-Laptop/dp/B07Y32Y5N1/,11,9.99,0,26,electronics
93,/TCL-Class-Dolby-Vision-Smart/dp/B07V4TC9V8/,200,869,0,112,electronics
94,/ORSEN-Colorful-Magnetic-Erasable-Educational/dp/B07Z19TR7C/,13,20.99,0,261,electronics
95,/Tile-Essentials-Pack-Stickers-Mate/dp/B07W86T94T/,42,69.99,0,93,electronics
96,/AUKEY-Ethernet-Delivery-Charging-Chromebook/dp/B07Z7H3GJK/,56,32.99,0,171,electronics
97,/Charger-Replacement-Magsafe-Adapter-13-Inch-Before/dp/B07ZVKBQWS/,No Answered Questions,No Price,No Discount,No Customer Reviews,electronics
98,/Contain-Control-Support-Players-Tojock/dp/B07X8MSSRQ/,56,32.99,0,171,electronics
99,/Echo-Show-Charcoal/dp/B07XSBGBS2/,38,89.95,10,29,electronics
100,/Fujifilm-Mini-Link-Smartphone-Printer/dp/B07XYPBKT9/,118,129.98,41,57,electronics
1,/Smart-outlet-Google-Simple-Required/dp/B07TXM4MT3/,889,22.99,"5,793",42,homeneeds
2,/GUSODOR-Waterproof-Bluetooth-Controller-Decoration/dp/B07XHKN8QL/,159,38.99,341,0,homeneeds
3,/AmazonBasics-Equivalent-Non-Dimmable-Lifetime-24-Pack/dp/B07SSBM16V/,49,24.05,357,0,homeneeds
4,/Christmas-Projector-Snowflake-Waterproof-Decorating/dp/B07XD1TXFC/,141,39.99,0,0,homeneeds
5,/NightScene-Changing-Controller-12V5APower-SMD5050/dp/B07XR7SX48/,0,35.99,0,17,homeneeds
6,/Walabot-DIY-Plus-Advanced-Smartphones/dp/B07XP94548/,31,59.95,35,33,homeneeds
7,/Kaisi-Precision-Screwdriver-Professional-Electronics/dp/B07ZB7FMLB/,0,19.99,0,0,homeneeds
8,/Pointer-Visible-Adjustable-Hunting-Hiking/dp/B07Y32JGJN/,0,19.99,0,0,homeneeds
9,/Wyze-Labs-WLPP1-Smart-Two-Pack/dp/B07XZT24B8/,22,17.88,46,11,homeneeds
10,/Wireless-Security-COOAU-Detection-Tracking/dp/B07YKMVBQ3/,76,35.99,93,13,homeneeds
11,/Lights-Changing-20-Key-Sensitive-Controlled/dp/B07Z4ZRNPP/,23,59.98,130,18,homeneeds
12,/Cobiz-Headlamp-Flashlight-USB-Rechargeable/dp/B07YS37TFV/,45,28.99,0,27,homeneeds
13,/Charger-Everdigi-Adapter-Charging-Compatible/dp/B07ZF69X5G/,4,10.99,131,0,homeneeds
14,/Christmas-Outdoors-Projector-Waterproof-Decorative/dp/B07SWJ9PSX/,10,49.99,69,53,homeneeds
15,/GE-47900-Enbrighten-SimpleWire-Assistant/dp/B07X84WRGR/,3,49.99,3,30,homeneeds
16,/Miroco-Brightness-Temperatures-Adjustable-Dimmable/dp/B07V8FR6QX/,24,46.99,335,0,homeneeds
17,/High-Powered-Flashlight-WdtPro-Bright-Flashlights/dp/B07TZ3BMKW/,19,15.99,116,0,homeneeds
18,/Christmas-Projector-Snowflake-Landscape-Decorative/dp/B07W7ZG3QB/,0,39.99,92,43,homeneeds
19,/Colored-Transparent-Green-Incandescent-Medium/dp/B0813Y6W78/,87,11.99,3,12,homeneeds
20,/Achiotely-Handheld-Sprayer-Stainless-Bathroom/dp/B07YJ8RSFT/,26,11.99,187,0,homeneeds
21,/Christmas-Projector-Waterproof-Decorating-Landscape/dp/B07WMRTD76/,0,29.71,80,0,homeneeds
22,/Govee-Temperature-Humidity-Notification-Monitor/dp/B07Y36FWTT/,14,88.91,321,0,homeneeds
23,/Nexillumi-Control-Backlight-Changing-Powered/dp/B07XBJR7GY/,17,96.87,14,14,homeneeds
24,/Flexible-Bluetooth-Controller-Changing-Lighting/dp/B07YXRBDXK/,0,10,1020,0,homeneeds
25,/Silicone-Sealing-Adhesive-Anti-Collision-Transparent/dp/B07XZ5WY3S/,345,201,890,8,homeneeds
26,/Work-Sharp-Pivot-Knife-Sharpener/dp/B07XPY53MJ/,11,56,14,0,homeneeds
27,/Outdoor-SEZAC-Security-Wireless-Waterproof/dp/B07XJHND3T/,15,88,11,10,homeneeds
28,/Christmas-Stakes-String-Decorations-Outdoor/dp/B0817RF7V9/,19,9.98,15,0,homeneeds
29,/GearLight-TAC-Tactical-Flashlight-PACK/dp/B07VNCWZBF/,36,12,17,0,homeneeds
30,/Govee-Bluetooth-Control-Changing-Controls/dp/B07XBSN3Y5/,75,17,191,0,homeneeds
31,/LBell-Projector-Bedroom-Ambiance-Bluetooth/dp/B07X7T8R65/,0,45,11,14,homeneeds
32,/Oscillating-Adjustable-Thermostat-Over-Heat-Protection/dp/B07XRH8HX7/,11,42.99,0,0,homeneeds
33,/Projectables-6-Image-UL-Listed-Ceiling-45028/dp/B07YQH3R7L/,0,10.47,1,19,homeneeds
34,/GE-Mechanical-Intervals-Decorations-46211/dp/B07YQKNC4D/,95,11.49,"1,017",12,homeneeds
35,/Govee-Ultra-Long-Changing-600LEDs-Options/dp/B07XJVQHPV/,16,61.99,11,14,homeneeds
36,/Contour-Duplications-Irregular-Measuring-Contoured/dp/B07ZB515MN/,3,19.68,37,6,homeneeds
37,/Christmas-Snowflake-Projector-Waterproof-Decorating/dp/B07SXK2RXZ/,8,13.97,44,0,homeneeds
38,/KEGOUU-Contour-Duplicator-Measurement-Laminate/dp/B07XFZ51DL/,9,18.97,63,0,homeneeds
39,/Waterproof-infrared-Suitable-Cupboard-Decoration/dp/B07WCH8L5R/,18,29.99,9,0,homeneeds
40,/Govee-Bluetooth-Changing-Christmas-Controls/dp/B07XBSP6BJ/,19,39.99,3,0,homeneeds
41,/Flexible-Extension-Bit-set-1/dp/B07YXBQ8V1/,0,5.99,1,0,homeneeds
42,/Daughter-Personalized-Birthday-Christmas-Multitool/dp/B07XVGXDM2/,9,19.99,90,26,homeneeds
43,/Lights-32-8ft-Changing-Remote-Decoration/dp/B07Y7VW55P/,28,27.99,200,0,homeneeds
44,/2019-Socket-Shelf-Extra-Large-Electrical/dp/B07ZFW31YP/,12,25.99,27,0,homeneeds
45,/Duplicator-Precisely-Irregular-Measuring-Widen-Red/dp/B07YB599F1/,0,0,16,0,homeneeds
46,/NiteBird-Backlight-Waterproof-Controller-Dimmable/dp/B07XCVGL42/,80,16.99,181,0,homeneeds
47,not found,None,None,None,None,homeneeds
48,/Waterproof-Outdoor-Christmas-Certified-Outside/dp/B07X94TF8C/,19,33.99,99,0,homeneeds
49,/AmazonBasics-Equivalent-Daylight-Non-Dimmable-Lifetime/dp/B07SQ8VGG8/,49,28.99,357,0,homeneeds
50,/MIDOLO-Christmas-Refrigerator-Decorations-Dishwasher/dp/B07XGQTXLD/,0,10.99,47,0,homeneeds
51,/GE-Outlet-Adapter-Grounded-46845/dp/B07ZGFF41G/,77,7.99,"1,576",0,homeneeds
52,/YIERBLUE-Rechargeable-spotlight-Flashlight-Searchlight/dp/B07XQCJXNY/,11,41.96,58,0,homeneeds
53,/Pointer-Visible-Adjustable-Hunting-Hiking/dp/B07YXM51W4/,8,18.99,34,0,homeneeds
54,/BASE-CAMP-Breathing-Woodworking-Activities/dp/B07Y1TZWXC/,103,18.96,413,0,homeneeds
55,/Wireless-Control-Christmas-Decorative-Outdoor/dp/B07Y7GVFJ6/,0,29.99,4,0,homeneeds
56,/Rechargeable-OUTERDO-Flashlight-Batteries-Waterproof/dp/B07WLZD18R/,13,19.99,39,0,homeneeds
57,/Flexible-Controller-Non-Waterproof-Kitchen-Bedroom/dp/B07Y1VR15N/,6,17.99,131,0,homeneeds
58,/Upgrade-Version-Duplications-Measuring-Contoured/dp/B07ZKSHTBZ/,4,28.99,18,0,homeneeds
59,/Christmas-Projector-Snowflake-Waterproof-Decorating/dp/B07ZQ2Q4RF/,0,19.98,16,0,homeneeds
60,/OKeeffes-102965-Night-Treatment-Cream/dp/B07SM1446J/,0,6.96,1,13,homeneeds
61,/YLCVBUD-Changing-Controller-Flexible-Bedroom/dp/B07X4HYM5J/,82,28.89,223,0,homeneeds
62,/LOZAYI-Waterproof-Outdoor-Adjustable-Decorate-Cool/dp/B07XDQX7P3/,27,28.43,306,21,homeneeds
63,/Craftsman-Liftmaster-Garage-Remotes-139-53681/dp/B07Z6PFMXD/,4,14.99,8,0,homeneeds
64,/Canyso-Lightning-Charging-Connector-Compatible/dp/B07YWKBRQP/,7,8.96,122,31%,homeneeds
65,/Waterproof-Landscape-Spotlights-Adjustable-Security/dp/B07Z3T8FWV/,0,39.99,84,11,homeneeds
66,/Master-Outline-Contour-Gauge-Duplicator/dp/B07Y7PKWSK/,4,22.49,30,7,homeneeds
67,/Doingart-Outdoor-Christmas-Decorations-Decorative/dp/B07Y7W937S/,0,29.99,15,0,homeneeds
