rank,link,Answered_Questions,Price,Discount,customer_review_count,Category
68,/Philips-Hue-Bluetooth-compatible-activated/dp/B07VRF9NWK/,0,24.95,4,0,homeneeds
69,/DEWENWILS-Waterproof-Grounded-Extension-Christmas/dp/B07YBPC5B6/,7,29.99,0,0,homeneeds
70,/European-Adapter-TESSAN-International-American/dp/B07Y2ZNN6N/,11,11.84,27,21,homeneeds
71,/Outline-Contour-Duplicator-Woodworking-Template/dp/B07YDYC133/,6,11.98,35,8,homeneeds
72,/Moallia-Charger-Charging-Lightning-Compatible/dp/B07ZBJCSLS/,7,9.09,457,65,homeneeds
73,/Magnetic-Wristband-Strong-Magnets-Holding/dp/B07XXWW7Q2/,8,14.99,115,0,homeneeds
74,/GE-Outlet-Protector-Extension-47225/dp/B07ZTXJY47/,88,11.49,"1,085",0,homeneeds
75,/Changing-Control-Lighting-Christmas-Decoration/dp/B07YG67BZ7/,9,30.99,5,0,homeneeds
76,/MONATA-Pollution-Activated-Woodworking-Activities/dp/B07X2BH1S4/,28,16.99,101,0,homeneeds
77,/GE-Grounded-Charging-46852-Standard/dp/B07ZK6B3X6/,84,7.99,"1,674",0,homeneeds
78,/Flannel-Blanket-50x70cm-Conditioning-Living/dp/B081V5YSFZ/,0,3.99,0,87,homeneeds
79,/612-Vermont-Christmas-Replacement-Incandescent/dp/B07YXDVCCB/,4,14.99,6,0,homeneeds
80,/Reemeer-SMD5050-Changing-Control-Bedroom/dp/B07XF2RB3H/,74,29.59,225,24,homeneeds
81,/Christmas-Projector-KINGWILL-High-Definition-Decoration/dp/B07XSPJHQK/,5,29.99,17,0,homeneeds
82,/Gosund-Compatible-Assistant-Required-Version/dp/B07XBS6VL3/,38,16.99,102,0,homeneeds
83,/20_Oz-Epoxy-resin-AB-Glue/dp/B07P6YCCYY/,13,36.99,290,0,homeneeds
84,/Contour-Duplicator-Precisely-Irregular-duplicator/dp/B07Y732M3F/,7,23.99,28,0,homeneeds
85,/Christmas-Flameless-Candle-Flickering-Decoration/dp/B07YKR912L/,8,26.09,164,35,homeneeds
86,/Book-Light-Reading-Upgraded-Christmas/dp/B07XZK6VW4/,8,11.29,146,0,homeneeds
87,/Silicone-Sealing-Adhesive-Anti-Collision-Transparent/dp/B07XZ68MF5/,23,9.58,42,0,homeneeds
88,/Twinkle-Star-Switchable-Lenses-Snowflakes-Multicolor/dp/B07X86R31Z/,0,13.59,2,20,homeneeds
89,/Flexible-Non-Waterproof-Controller-Cabinet-Lighting/dp/B07XCKGWQ6/,14,29.95,38,0,homeneeds
90,/Deformable-Daylight-Adjustable-Warehouse-Workshop/dp/B07YFG48VB/,3,35.99,33,0,homeneeds
91,/BRIONAC-Flashlight-Wavelength-Blacklight-Detection/dp/B07Y2ZM75C/,29,20.99,202,0,homeneeds
92,/Compatible-NiteBird-Dimmable-Equivalent-Required/dp/B07Y4BLCTZ/,3,9.29,8,0,homeneeds
93,/Flexible-Extension-Screwdriver-Electrical-Multi-angle/dp/B07YKNKF5N/,0,12.99,0,12,homeneeds
94,/Philips-Hue-Button-Control-required/dp/B07XV1HRVZ/,3,19.99,20,0,homeneeds
95,/PAC-STACK-Handheld-Sealing-Storage/dp/B0816FH4TW/,0,19.99,0,0,homeneeds
96,/Deformable-Tribright-6000Lumen-Adjustable-Workshop/dp/B07X92KMKT/,85,28.16,568,18,homeneeds
97,/Huishang-Remover-Flexible-Catcher-Bathroom/dp/B07Y1N3RP1/,15,8.99,34,0,homeneeds
98,/Waterproof-Changing-Lighting-Flexible-Decoration/dp/B07XKYY11H/,19,16.99,63,0,homeneeds
99,/TROND-Protector-Widely-Spaced-Outlets-Extension/dp/B07WS3CBJG/,3,27.99,38,0,homeneeds
100,/Damaged-Extractor-Extension-Adapter-Stripped/dp/B07YTNYPF8/,0,18.99,50,0,homeneeds
1,/Fresh-Step-Febreze-Freshness-Clumping/dp/B06XKLG362/,18,20.41,675,0,petsupplies
2,/SHARLOVY-Puppies-Teething-Natural-Durable/dp/B07Z4GBGVV/,5,21.98,251,0,petsupplies
3,/Trader-Joes-Advent-Calendar-Cats/dp/B0812Y81ML/,0,18.29,4,8,petsupplies
4,/GOODGROWLIES-Dewormer-Dogs-Cats-Eliminates/dp/B07XWLH5V4/,33,19.87,277,0,petsupplies
5,/Costume-Fancy-Parties-Adjustable-Medium/dp/B07ZF2T3HL/,5,16.99,15,0,petsupplies
6,/Electric-29-5x17-7-Waterproof-Adjustable-Resistant/dp/B07X45TGMJ/,22,39.7,161,0,petsupplies
7,/MODUS-Bark-Control-Device-Ultrasonic/dp/B07WJ1DHLB/,4,29.99,26,0,petsupplies
8,/Pakoo-Interactive-Automatic-Rechargeable-Entertainment/dp/B07XD3NCKT/,12,11.19,89,44,petsupplies
9,/GOCHANGE-Multifunction-Interactive-Self-Playing-Cleaning/dp/B07Z846KYW/,5,21.99,24,0,petsupplies
10,/DMY-Interactive-7-Rechargeable-Multi-Flashlight-Interactive/dp/B07XCB2147/,13,9.99,130,0,petsupplies
11,/MODUS-Bark-Control-Device-Ultrasonic/dp/B07WFX6QKT/,11,23.99,47,20,petsupplies
12,/Electric-19-7x15-8-Waterproof-Adjustable-Resistant/dp/B07X11PFNP/,22,32.7,161,0,petsupplies
13,/Pawfectchow-Allergy-Relief-Dogs-Supplement/dp/B07XCY8PLL/,15,19.91,132,0,petsupplies
14,/HETOO-Interactive-Toothbrush-Cleaning-Crayfish/dp/B07ZJJVTDS/,9,9.99,81,0,petsupplies
15,/Lamphyface-Christmas-Collar-Breakaway-Adjustable/dp/B07YHQT13C/,0,9.99,4,0,petsupplies
16,/RIOGOO-Heating-Upgraded-Electric-Waterproof/dp/B07XHPRHGJ/,21,26.99,233,0,petsupplies
17,/Pawstruck-Sticks-Natural-Odorless-Bullie/dp/B07Y436421/,8,21.99,95,0,petsupplies
18,/Marialove-Control-Deterrents-Silencer-Repeller/dp/B07XM3MBKK/,14,25.99,132,0,petsupplies
19,/Hemp-Oil-Extract-Effective-FDA-Recommended/dp/B07Z6KR4X2/,3,11.99,227,0,petsupplies
20,/Shock-Collar-Dogs-Vibration-Rechargeable/dp/B07X41VLL4/,11,39.99,38,0,petsupplies
21,/Upgraded-Heating-Safety-Waterproof-Blanket/dp/B07XB6PLRY/,15,39.7,122,0,petsupplies
22,/Doggie-Dailies-Glucosamine-Supplement-Chondroitin/dp/B07Y5HDHMM/,112,33.97,"3,740",0,petsupplies
23,/DEGBIT-Portable-Materials-Professional-Ergonomic/dp/B07WR4QXB2/,13,12.99,185,19,petsupplies
24,/Fine-Pets-Dog-Chew-Toothbrush-DogToothbrush/dp/B07YYZ8JYD/,13,14.99,67,0,petsupplies
25,/uniwood-Adjustable-Ultrasonic-Automatic-Deterrent/dp/B07YWV1LF3/,8,29.99,93,0,petsupplies
26,/Thanksgiving-Christmas-Triangle-Neckerchief-Accessories/dp/B07YZ8ZNWF/,0,7.99,51,11,petsupplies
27,/Hyper-Pet-Lickimat-Slomo-Licking/dp/B07XMD98HG/,0,9.95,13,0,petsupplies
28,/Pawler-Bigger-Pooper-Scooper-Gravel/dp/B07ZSWFFZ6/,0,19.99,7,0,petsupplies
29,/Rachael-Ray-Nutrish-Roasters-Roasted/dp/B06W2GRZSS/,8,8.84,409,0,petsupplies
30,/Gimars-Stainless-Grooming-Scissors-Thinning/dp/B07XF3TH73/,3,25.79,88,0,petsupplies
31,/Malier-Christmas-Triangle-Accessories-Decoration/dp/B07YJLK8GB/,0,10.99,16,0,petsupplies
32,/Malier-Christmas-Triangle-Accessories-Decoration/dp/B07YJL1HQ4/,0,10.99,16,0,petsupplies
33,/Healex-Purrfect-Aggression-Pheromones-Protection/dp/B07XKPVVB5/,6,19.95,44,0,petsupplies
34,/MODUS-Adjustable-Ultrasonic-Automatic-Deterrent/dp/B07XP993VF/,16,49.99,30,0,petsupplies
35,/Gorilla-Grip-18-5x11-5-Dishwasher-Waterproof/dp/B07ST2Y53W/,3,9.99,65,0,petsupplies
36,/Petlab-Co-Clear-Chews-Stains/dp/B07XD3PP7J/,0,42.95,9,0,petsupplies
37,/Anddicek-Interactive-Green-Chaser-Exercise/dp/B07Y882WL8/,3,18.99,4,0,petsupplies
38,/GearLight-Black-Light-Flashlight-XR98/dp/B07W45VJP8/,0,9.99,57,0,petsupplies
39,/RUCACIO-Interactive-Toothbrush-Christmas-Resistance/dp/B07ZHW2XCX/,10,8.99,58,0,petsupplies
40,/Hyper-Pet-Lickimat-Wobble-Anxiety/dp/B07XJ7XXST/,0,13.95,13,0,petsupplies
41,/Aggressive-Chewers-Indestructible-Teething-Toys-Dog/dp/B081Z9TYRY/,0,24.99,56,50,petsupplies
42,/DamKee-Stepless-Clippers-Rechargeable-Smoothing/dp/B07XG3YWHP/,21,18.89,143,0,petsupplies
43,/9Lives-Plus-Care-Food-13-3/dp/B01LX0QTS0/,3,8.88,67,0,petsupplies
44,/Focuspet-Fur-Cuddler-Washable-Self-Warming-Cuddler/dp/B07XGFN3Z6/,7,31.98,37,0,petsupplies
45,/EcoKind-Pet-Treats-Himalayan-Odorless/dp/B07XJR1S5X/,97,29.95,"3,076",23,petsupplies
46,/AHJDL-Upgrade-Rechargeable-Vibration-Detection/dp/B07Z9DXRCN/,0,21.95,23,0,petsupplies
47,/Peroom-Clippers-Professional-Grooming-Rechargeable/dp/B07XNXKLS5/,32,12.79,249,39,petsupplies
48,/Aggressive-Cleaning-Toothbrush-Throwing-Training/dp/B07ZK98YVH/,0,9.99,17,0,petsupplies
49,/BOBOO-Superhuman-Effective-Harmful-Hypoallergenic/dp/B07Z7S6VS2/,,,,,petsupplies
50,/JOFUYU-Cat-Nail-Clippers-Professional/dp/B07X57DNP8/,34,10.5,564,0,petsupplies
51,/YILEGOU-Adjustable-Straps-Anti-Slip-Protectors/dp/B07YHC1J92/,0,9.49,20,0,petsupplies
52,/Benebone-Zaggler-Rolling-Dog-Chew-Bacon-Flavor-Medium/dp/B07X8YJC19/,0,11.59,6,0,petsupplies
53,/TIMINGILA-Scooper-Strength-Material-Durable/dp/B07Y81P6GL/,12,13.97,85,0,petsupplies
54,/Umran-Hemp-Oil-Dogs-Cats/dp/B07Y4Q2HH8/,3,35.99,30,0,petsupplies
55,/Benebone-Wishbone-Durable-Aggressive-Chewers/dp/B07YM1ZT2T/,217,9.65,"7,904",0,petsupplies
56,/Fairwin-Ultra-Durable-Toys-Aggressive-Chewer/dp/B0813HDK63/,9,,41,,petsupplies
57,/BODISEINT-WonderKathy-Modern-Warming-Sleeping/dp/B07Y8GZW58/,12,30.99,199,0,petsupplies
58,/TEMPTATIONS-Holiday-Dinner-Turkey-Potato/dp/B07YGMSHPG/,0,8.48,3,0,petsupplies
59,/oneisall-Grooming-Clippers-Cordless-Rump-Black/dp/B07XGR3VX7/,13,13.59,32,28,petsupplies
60,/Pet-Rubber-Ball-Toy-Suction/dp/B07YYKWSF7/,0,15.99,43,0,petsupplies
61,/ZGSZ-Aggressive-Indestructible-Flavored-Non-Toxic/dp/B07Y6Y8VZ8/,0,12.99,67,0,petsupplies
62,/VetaHelp-Labs-Dewormer-Dogs-Cats/dp/B08122QT2M/,19,18.49,97,0,petsupplies
63,/JUNMAO-Interactive-Scratching-Training-Electronic/dp/B07XMBJ6DG/,10,15.49,27,35,petsupplies
64,/Unibelin-Interactive-Ball-Smart-Rechargeable-Play%EF%BC%88White%EF%BC%89/dp/B07YCH1MGP/,7,11.99,51,0,petsupplies
65,/M-C-works-Pineapple-Resistant-Aggressive-Indestructible/dp/B07XCGM4B6/,9,14.39,64,28,petsupplies
66,/Petsure-Self-Warming-Beds-Indoor/dp/B07XJMQ498/,6,28.99,14,0,petsupplies
67,/GUCHO-Durable-Chew-Aggressive-Chewers/dp/B07XSJS4GZ/,7,11.83,65,41,petsupplies
68,/Moonsea-Personalized-Embroidered-Adjustable-Release/dp/B0814Q7R9X/,13,9.9,79,0,petsupplies
69,/Pack-Dog-Toys-Large-Dogs/dp/B07PKDGCKB/,8,14.98,40,0,petsupplies
70,/Pet-Heating-Pad-Warming-Bed/dp/B07XBLPBQT/,32,17.99,48,10,petsupplies
71,/EcoKind-Pet-Treats-Himalayan-Odorless/dp/B07XH6NWCN/,17,38.95,480,0,petsupplies
72,/PPOGOO-Non-Breakable-Strength-Material-Children/dp/B07WZY44GV/,17,10.99,49,21,petsupplies
73,/Peteast-Upgraded-Clippers-Powerful-Electric/dp/B07X9MC4FG/,18,24.89,33,0,petsupplies
74,/Automatic-Toys-Smart-Interactive-Entertainment-Exercise-Battery/dp/B07XLM6MBK/,9,34.9,55,0,petsupplies
75,/PATPET-Training-Collar-Vibration-Resistant/dp/B07ZYYZGZF/,0,23.99,7,52,petsupplies
76,/Fine-Pets-Dog-Chew-Toothbrush-DogToothbrush/dp/B07YYYT6L8/,13,18.99,67,0,petsupplies
77,/Upgraded-Interactive-Automatic-Electronic-Irregular/dp/B07X931BWQ/,0,24.99,44,0,petsupplies
78,/CHERPET-Christmas-Cat-Collar-Bell/dp/B07YYYB4XT/,3,10.99,1,0,petsupplies
79,/Pet-MD-Cat-Cleaner-Wipes/dp/B07YVHK7KY/,0,14.99,39,0,petsupplies
80,/MalsiPree-Interactive-Automatic-Rechargeable-Electronic/dp/B07Z78F4R5/,10,31.99,24,36,petsupplies
81,/Squeaky-Stuffing-Animals-Raccoon-Squirrel/dp/B07YWCVKFH/,0,19.99,28,0,petsupplies
82,/Best-Allergy-Relief-Immune-Supplement/dp/B07ZHLY7KP/,0,19.95,22,0,petsupplies
83,/CLEEBOURG-Fountain-Automatic-Dispenser-Replacement/dp/B07Y56R82Y/,12,23.99,99,52,petsupplies
84,/CZZK-Dog-Whistle-Stop-Barking/dp/B07Y9NTTP9/,0,9.99,3,0,petsupplies
85,/oneisall-Dog-Nail-Grinder-Rechargeable/dp/B07Y1TTXY5/,12,20.99,71,0,petsupplies
86,/Archies-Cat-Dog-Food-Mat/dp/B07YHLH7BX/,0,17.97,7,28,petsupplies
87,/PULEIDI-Pet-Dog-Santa-Costume/dp/B07Y8N8YC5/,0,6.99,3,0,petsupplies
88,/Sharper-Image-Pet-Brush-Dog/dp/B07ZRWGBFT/,0,3.99,0,0,petsupplies
89,/Vitorun-Handheld-Repellent-Ultrasonic-Deterrent/dp/B07YCG9L9P/,62,13.99,837,0,petsupplies
90,/Lamphyface-Christmas-Triangle-Snowflake-Accessories/dp/B07YTTX1YB/,0,14.99,2,0,petsupplies
91,/YILEGOU-Adjustable-Anti-Slip-Protectors-Chihuahua/dp/B07YHBBC41/,0,9.49,20,0,petsupplies
92,/Joytale-Christmas-Breakaway-Patterns-Collars/dp/B07XNKPT6C/,0,9.95,16,0,petsupplies
93,/Orthopedic-Waterproof-Arthritis-Dysplasia-Supportive/dp/B0815WFK8Z/,,,,,petsupplies
94,/Omegasnax-Advent-Calendarwith-Salmon-Potato/dp/B07ZWFL1PS/,0,15.99,0,0,petsupplies
95,/AHUIGOYCE-Warming-Kennel-Foldable-Sleeping/dp/B0816YZCMB/,0,5.99,0,77,petsupplies
96,/Abbyhouse-Multifunction-Interactive-Suction-Cleaning/dp/B07Z7VS3RH/,3,8.9,12,29,petsupplies
97,/Lamphyface-Bandana-Christmas-Triangle-Accessories/dp/B07ZXFJCTQ/,0,6.99,1,0,petsupplies
98,/Electric-Upgraded-Professional-Recharging-Smoothing/dp/B07YTSJ57N/,10,16.99,90,0,petsupplies
99,/ZGSZ-Aggressive-Indestructible-Flavored-Non-Toxic/dp/B07Y6YFHM7/,0,12.99,67,0,petsupplies
100,/Star-Factory-Teething-Destructive-All-Natural/dp/B07XHGJG1T/,0,10.32,57,20,petsupplies
1,/LEGO-Advent-Calendar-60235-Building/dp/B07NRT2CYD/,16,26.9,72,0,toys
2,/L-L-Surprise-Amazing-Surprises/dp/B07PMN4NJD/,27,98,89,25,toys
3,/PJ-Masks-95686-Advent-Calendar/dp/B07Q4QYWP2/,0,9.99,3,66,toys
4,/Frozen-12902-Styling-Head-Elsa/dp/B074B6XXWB/,0,14.88,60,0,toys
5,/L-L-Surprise-Secret-Dollface/dp/B07PMN4BZP/,17,55.95,42,0,toys
6,/L-L-Surprise-Winter-Exclusive/dp/B07R7XGBQ5/,13,62.99,32,30,toys
7,/Disney-Frozen-Basic-Animal-Elsa/dp/B07MC8SZ7V/,4,24.88,4,17,toys
8,/L-L-Surprise-Hairvibes-Hairpieces/dp/B07XSQ644G/,0,15.99,5,0,toys
9,/BEYBLADE-Slingshock-Collision-Beystadium-Launchers/dp/B07R8WQLRR/,0,39.73,28,21,toys
10,/Tara-Toys-Frozen2-Necklace-Activity/dp/B07SZX4BPV/,24,9.74,919,25,toys
11,/L-L-Surprise-Secret-Winter/dp/B07PS25DT4/,5,34.88,25,0,toys
12,/Osmo-Studio-Disney-Favorites-Required/dp/B07PY4QTN9/,9,13.99,8,30,toys
13,/L-L-Surprise-Secret-Winter/dp/B07PMN4NJX/,10,34.88,36,0,toys
14,/LEGO-Advent-Calendar-75245-Building/dp/B07Q1K2ZYZ/,13,24.99,56,38,toys
15,/LEGO-Disney-Frozen-Adventure-Building/dp/B07PX3V58M/,0,23.99,22,20,toys
16,/NERF-Fortnite-Targets-Blaster-Exclusive/dp/B07R9G84X7/,6,24.99,19,0,toys
17,/Disney-Frozen-Kristoffs-Sleigh-Little/dp/B07P8WVSKL/,6,15.99,47,6,toys
18,/Schleich-97982-Dinosaurs-Advent-Calendar/dp/B07LB5K5LC/,0,34.99,4,0,toys
19,/LEGO-Jewelry-Creation-Building-300Piece/dp/B07NRT2CYF/,0,31.99,21,20,toys
20,/Cry-Babies-Magic-Tears-Calendar/dp/B07Q69T515/,8,19.99,2,0,toys
21,/LEGO-Minifigures-71025-Building-Minifigure/dp/B07QVSBM3R/,0,2.99,60,25,toys
22,/Frozen-2-Elsas-Feature-Vanity/dp/B07KX4QR37/,4,119.99,4,0,toys
23,/Play-Doh-PD-Olaf-Snowball-Maker/dp/B07MTTLNM2/,0,12.99,3,19,toys
24,/Monopoly-E8760000-Unicorns-Vs-Llamas/dp/B07QB98HV7/,0,19.99,10,0,toys
25,/Disney-Frozen-Frz-Character-Anna/dp/B07MM2R5DP/,4,11.99,8,20,toys
26,/Really-R-D-Robots-Turbo/dp/B07NSTW6FT/,13,43.88,28,12,toys
27,/L-O-L-Surprise-Chalet-Winter-Disco/dp/B07PPR6P5D/,31,216.99,16,13,toys
28,/NERF-Motorized-Blaster-Farthest-Compatible/dp/B07RRYQPPQ/,9,49.72,44,0,toys
29,/Hatchimals-Llalacorn-Interactive-Re-Hatchable-Styles/dp/B07NFRYSZQ/,0,59.99,18,0,toys
30,/Monopoly-LONGEST-Game-Amazon-Exclusive/dp/B07W2Z9N7Q/,0,19.99,1,0,toys
31,/Owleez-Flying-Interactive-Lights-Sounds/dp/B07PBCJKZ3/,17,38.82,61,0,toys
32,/Cutetitos-Mystery-Stuffed-Animals-Collectible/dp/B07QL67MB3/,31,6.99,463,30,toys
33,/Disney-Frozen-Frz-Sd-Multipack/dp/B07MSVW3MC/,0,17.49,9,30,toys
34,/Little-Live-Pets-Scruff-Luvs/dp/B07NSS34SL/,16,29.82,21,25,toys
35,/Hasbro-Gaming-E8229-Battleship-Shots/dp/B07MTGXPTM/,0,12.99,13,35,toys
36,/Disney-Frozen-Storytelling-Fashion-Doll/dp/B07MJHCV92/,3,22.67,1,0,toys
37,/LEGO-Star-Wars-Wing-Starfighter/dp/B07Q2TQ48C/,0,23.99,27,20,toys
38,/Wingspan-with-Swift-Start-Pack/dp/B07YQ641NQ/,43,59.99,139,0,toys
39,/LEGO-Potter-Calendar-75964-Building/dp/B07NRSY3RW/,12,34.99,73,0,toys
40,/Frozen-Sisters-Musical-Snow-Wand/dp/B07KWZQ1RX/,0,8.99,9,40,toys
41,/Decorate-Personalize-Rhinestone-Stickers-Children/dp/B07TVF82RL/,6,12.99,39,0,toys
42,/Owleez-GLC-INA-White-ECMX/dp/B07P6Y6478/,17,34.99,61,0,toys
43,/Disney-Frozen-Frz-Character-Elsa/dp/B07MJH9675/,8,22.09,13,0,toys
44,/Disney-Frozen-Palace-Little-People/dp/B07PC36346/,12,33.8,52,15,toys
45,/LEGO-at-St-Raider-Building-540Piece/dp/B07Q2WB3D3/,0,39.99,28,20,toys
46,/LEGO-Friends-Calendar-41382-Building/dp/B07PX3WG21/,5,28.85,50,0,toys
47,/LEGO-Disney-Frozen-Expedition-Building/dp/B07Q2MQQ1K/,0,15.99,22,20,toys
48,/Frozen-2-Feature-Elsa-Doll/dp/B07KWSCPR4/,6,25.14,10,28,toys
49,/Monopoly-E5066-Frozen/dp/B07MTYQMFQ/,0,9.99,6,50,toys
50,/Frozen-Snow-Glow-Elsa-Doll/dp/B07KWX4MDF/,4,17.88,6,49,toys
51,/Jenga-Fortnite-Wooden-Stacking-Applicable/dp/B07VZYRY1R/,0,15.99,10,20,toys
52,/Mattel-Games-UNO-Disney-Frozen/dp/B07W5KTPCS/,0,5.99,1,0,toys
53,/Funko-Advent-Calendar-Marvel-Anniversary/dp/B07PQTDG9Q/,42,43.99,42,0,toys
54,/LEGO-X-Wing-Starfighter-Trench-Building/dp/B07GZ5VB4T/,4,23.99,36,20,toys
55,/Funko-Pop-Deluxe-Marvel-Exclusive/dp/B081R4DTHG/,0,19.99,0,0,toys
56,/Crayola-Wonder-Frozen-Coloring-Markers/dp/B07N3GGLQZ/,0,6.97,51,13,toys
57,/LEGO-Disney-Enchanted-Treehouse-Building/dp/B07PZF1GQQ/,0,39.99,27,20,toys
58,/Play-Doh-Compound-Corner-Variety-Pack/dp/B07V77DYM6/,9,14.99,21,0,toys
59,/Funko-Pop-Marvel-Holiday-Multicolor/dp/B07QGWYL1Y/,0,9.99,30,9,toys
60,/Disney-Frozen-Storytelling-Fashion-Doll/dp/B07MSV8X1W/,6,25.44,4,0,toys
61,/Frozen-Disney-Follow-Me-Friend-Olaf/dp/B07P75GM9L/,0,36.88,7,8,toys
62,/Disney-Frozen-Frz-Character-Kristoff/dp/B07MSVFZFP/,0,9.88,3,34,toys
63,/Funko-42754-Advent-Calendar-Fortnite/dp/B07PPPRSB4/,8,39.96,10,33,toys
64,/Wildluvs-Interactive-Elephant-Moving-Movements/dp/B07N3VZQN2/,7,77,37,0,toys
65,/WowWee-Pixie-Belles-Interactive-Enchanted/dp/B07NJSTD5G/,5,11.24,9,25,toys
66,/L-L-Surprise-Surprises-Removable/dp/B081S3FLB3/,0,17.98,0,0,toys
67,/WowWee-Pixie-Belles-Interactive-Enchanted/dp/B07NJQ62TH/,0,7.85,16,48,toys
68,/Frozen-Disney-Large-Plush-Olaf/dp/B07P6ZRQQG/,0,11.24,3,25,toys
69,/Suibety-Shooting-Digital-N-Strike-Electric/dp/B07ZFKPWCQ/,3,19.99,10,33,toys
70,/Frozen-Disney-Elsa-Deluxe-Styling/dp/B07P62BBGY/,4,29.88,3,15,toys
71,/Cards-Against-Humanity-Ass-Pack/dp/B07XZYW9J7/,0,5,9,0,toys
72,/Funko-Pop-Pokemon-Pikachu-Waving/dp/B07XYKSNXL/,3,6.89,18,37,toys
73,/Cards-Against-Humanity-Hidden-Exclusive/dp/B07XZY874L/,4,19,8,0,toys
74,/LEGO-Disney-Frozen-41169-Building/dp/B07PZF1GQP/,0,11.99,27,20,toys
75,/Hoovy-Bathtub-Toddlers-Grabber-Included/dp/B07XLPN6CT/,0,9.99,102,0,toys
76,/Disney-Frozen-Character-Multipack-SLED/dp/B07MM2DN3T/,10,69,2,14,toys
77,/Elf-Shelf-Claus-Couture-Gingerbread/dp/B07P83ZD45/,0,12.95,3,0,toys
78,/ORIENTAL-CHERRY-Advent-Calendar-2019/dp/B07XNPGGMC/,5,,19,0,toys
79,/Hasbro-Gaming-Trouble-OLAFS-Adventure/dp/B07MMP11S4/,0,14.99,3,25,toys
80,/Toy-Story-Forky-Large-Plush/dp/B07QZ4264S/,0,12.99,4,0,toys
81,/Frozen-2-Elsa-Travel-Doll/dp/B07KWXVMJB/,3,19.99,4,20,toys
82,/Pokemon-290-80647-Pok%C3%A9mon-Evolutions-Bundle/dp/B07SFF3YQW/,0,17.49,2,13,toys
83,/Max-Fun-Unfinished-Centerpieces-Decorations/dp/B07XLFSXMG/,0,20.99,18,0,toys
84,/Force1-Scoot-Hand-Drones-Kids/dp/B07W9FG474/,163,49.99,"1,050",0,toys
85,/Frozen-2-Anna-Travel-Doll/dp/B07KW66DQZ/,0,22.49,1,10,toys
86,/Pikmi-Pops-Pajama-Llamas-Giant/dp/B07NSQDLQW/,0,17.12,24,43,toys
87,/Toyk-Boy-Toys-Training-Football/dp/B07X5NN5GN/,0,12.99,144,0,toys
88,/5-Surprise-Brands-Collectible-Capsule-Zuru/dp/B07Y7HKZT6/,3,53.64,3,0,toys
89,/Star-Wars-Mandalorian-Collectible-Action/dp/B07T85WMWL/,22,29.99,24,0,toys
90,/Really-R-D-Robots-Exclusive/dp/B07NSXCJYL/,0,39.99,22,0,toys
91,/Disney-Frozen-Frz-Arendelle-Castle/dp/B07M7KW1LS/,10,179.99,10,0,toys
92,/LEGO-Star-Wars-Resistance-Starfighter/dp/B07Q2WLMJ2/,0,55.99,23,20,toys
93,/Surprise-Fashion-Confetti-Balloon-Unboxing/dp/B07XSR42Y7/,0,19.99,0,0,toys
94,/Funko-Pop-Funkoverse-Strategy-Potter/dp/B07RK4L39L/,0,41.9,17,0,toys
95,/LEGO-Star-Wars-Building-1771Piece/dp/B07Q2N1SJV/,5,99.95,27,0,toys
96,/LEGO-Fighter-Attack-Building-Pieces/dp/B07GZ4QP4K/,0,15.99,54,20,toys
97,/WowWee-Pinkfong-Shark-Melody-Sorter/dp/B07NJPKDM3/,0,18.99,15,5,toys
98,/Funko-Pop-TV-Crocodile-Hunter/dp/B07RPB576B/,6,9.43,44,14,toys
99,/Disney-Frozen-Frz-Romance-Pack/dp/B07MC8TCFP/,0,18.99,2,37,toys
100,/Boombox-Microphone-Flashing-Working-Connects/dp/B07V2LW1MV/,10,31.99,8,0,toys
